COG ID,Length (Mi),Functional Class,Route,Location,Speed,Lanes,Average Weekday Traffic 2018,Average Weekday Traffic 2019,Average Weekday Traffic 2020,Average Annual Daily Traffic 2018,Average Annual Daily Traffic 2019,Average Annual Daily Traffic 2020,AWDT21,AWDT22,ADT21,ADT22,VMT,VHT,VHD
25814,0.49399999,Urban Principal Arterial,ZUNI, EAST OF PENNSYLVANIA - WEST OF WYOMING,35,4,14191,14156,10680,13384,13178,9865,12624,12789,11724,11833,5846,204,53
22396,0.498,Urban Principal Arterial,WYOMING, NORTH OF MENAUL - SOUTH OF CANDELARIA,40,6,35100,35012,26414,33104,32594,24398,32355,32778,30050,30328,15103,500,164
22144,0.49000001,Urban Principal Arterial,WYOMING, NORTH OF CANDELARIA - SOUTH OF COMANCHE,40,6,30932,32276,30787,29173,30046,28437,33687,36135,31286,33435,16384,488,124
22540,0.514,Urban Principal Arterial,MENAUL, EAST OF CHELWOOD - WEST OF TRAMWAY,35,2,7919,8764,6612,7468,8158,6107,7832,7934,7274,7369,3788,120,25
25692,0.52399999,Urban Principal Arterial,COAL, EAST OF CARLISLE - SOUTHWEST OF WASHINGTON,30,3,10573,10023,7562,9972,9330,6985,8958,8678,8320,8030,4208,142,6
25608,0.426,Urban Principal Arterial,LEAD, EAST OF ALISO - NORTHWEST OF WASHINGTON,30,2,9617,9593,7237,9070,8930,6685,8573,8685,7919,8023,3418,122,8
25288,0.26199999,Urban Principal Arterial,LEAD, EAST OF 2ND ST. - WEST OF BROADWAY,30,2,11954,11562,6629,11274,10763,6123,7177,7841,6666,7255,1901,70,16
25020,0.505,Urban Principal Arterial,JUAN TABO, NORTH OF COPPER - SOUTH OF LOMAS,40,6,33520,33437,25225,31615,31127,23300,29881,27758,27600,25684,12970,385,97
23644,0.546,Urban Principal Arterial,JUAN TABO, NORTH OF CONSTITUTION - SOUTH OF INDIAN SCHOOL,40,6,27005,26938,20322,25470,25077,18771,31497,31909,29253,29525,16120,467,109
25108,0.25,Urban Minor Arterial,MONTE VISTA, NORTHEAST OF CENTRAL/GIRARD - SOUTH OF CAMPUS,35,4,4423,4412,3328,4171,4129,3111,3942,3994,3685,3733,933,33,9
25804,0.077,Urban Principal Arterial,WYOMING, NORTH OF ZUNI - SOUTH OF CENTRAL,35,6,21011,20959,15812,19817,19511,14605,13402,13577,12447,12562,967,35,11
25976,0.31799999,Urban Principal Arterial,EUBANK, NORTH OF SOUTHERN - SOUTH OF CENTRAL,40,4,32149,34167,24136,30322,31806,22294,31040,30063,28828,27817,8846,328,132
24240,0.359,Urban Minor Collector,MONTE LARGO, NORTHWEST OF LOMAS - SOUTH OF INDIAN SCHOOL,20,2,2054,2049,1546,1873,1860,1382,1831,1855,1637,1658,596,30,6
25664,0.189,Urban Minor Arterial,UNIVERSITY, NORTH OF COAL - SOUTH OF LEAD,30,6,13224,13191,9951,12471,12344,9303,11657,11809,10901,11145,2106,76,11
26044,0.55199999,Urban Minor Arterial,UNIVERSITY, NORTH OF AVENIDA CESAR CHAVEZ - SOUTH OF COAL,40,5,9310,9287,7006,8780,8690,6550,8299,8408,7759,7860,4339,149,53
26432,0.704,Urban Minor Arterial,UNIVERSITY, NORTH OF GIBSON - SOUTH OF AVENIDA CESAR CHAVEZ,40,4,8700,8678,6547,8205,8121,6121,7755,7856,7251,7346,5172,176,61
25500,0.211,Urban Minor Arterial,UNIVERSITY, NORTH OF LEAD - SOUTH OF CENTRAL,30,6,15737,15698,11843,14841,14690,11072,14029,11637,13115,10982,2317,92,26
25564,0.242,Urban Minor Arterial,YALE, NORTH OF LEAD - SOUTH OF CENTRAL,25,2,11039,11012,6600,10410,10305,6170,5669,5743,5301,5420,1312,62,18
25712,0.167,Urban Minor Arterial,YALE, NORTH OF COAL - SOUTH OF LEAD,25,2,14448,14550,10876,13461,13417,10168,9011,9129,8427,8615,1439,63,9
25980,0.377,Urban Minor Arterial,YALE, NORTH OF AVENIDA CESAR CHAVEZ - SOUTH OF COAL,25,2,11596,11567,8726,10936,10824,8158,11042,11186,10326,10557,3980,153,9
26444,0.76599997,Urban Minor Arterial,YALE, NORTH OF GIBSON - SOUTH OF AVENIDA CESAR CHAVEZ,30,4,13722,13688,10326,12941,12809,9654,8819,8934,8247,8431,6459,215,13
26548,0.32699999,Urban Minor Arterial,YALE, NORTH OF RANDOLPH - SOUTH OF GIBSON,35,5,21129,21076,11248,19926,19722,10516,13324,14390,12460,13580,4441,175,64
25588,0.25999999,Urban Major Collector,GIRARD, NORTH OF LEAD - SOUTH OF CENTRAL,30,2,11826,11797,7021,10782,10711,6278,5776,5852,5266,5305,1379,60,21
25676,0.126,Urban Major Collector,GIRARD, NORTH OF COAL - SOUTH OF LEAD,30,2,10333,10307,7776,9421,9358,6953,5231,5299,4769,4804,605,24,7
25596,0.17399999,Urban Minor Arterial,CARLISLE, NORTH OF LEAD - SOUTH OF CENTRAL,25,2,8532,8511,6421,8046,7964,6003,7606,7705,7111,7204,1253,62,20
25680,0.125,Urban Minor Arterial,CARLISLE, NORTH OF COAL - SOUTH OF LEAD,30,2,6934,6917,5218,6539,6473,4878,6181,6719,5778,6341,793,32,9
26464,0.44600001,Urban Minor Arterial,CARLISLE, NORTH OF GIBSON - SOUTH OF PARKLAND,30,2,5964,5949,4488,5624,5567,4196,5316,5386,4970,5035,2245,88,24
25720,0.26100001,Urban Major Collector,WASHINGTON, NORTH OF ZUNI - SOUTH OF CENTRAL,30,2,8178,8158,6155,7456,7407,5504,7291,5740,6520,5204,1358,56,15
25780,0.33399999,Urban Principal Arterial,SAN MATEO, NORTH OF ZUNI - SOUTH OF CENTRAL,40,6,22391,22335,16850,21118,20792,15564,22507,22801,20903,21097,7047,260,103
26460,0.50099999,Urban Principal Arterial,SAN MATEO, NORTH OF GIBSON - SOUTH OF KATHRYN,40,4,14308,12808,8315,13495,11923,7680,12590,11125,11693,10294,5157,190,75
26008,0.505,Urban Principal Arterial,SAN MATEO, NORTH OF KATHRYN - SOUTH OF ZUNI,40,4,16755,16713,12609,15803,15558,11647,15499,15702,14395,14529,7337,270,107
25796,0.27900001,Urban Major Collector,SAN PEDRO, NORTH OF ZUNI - SOUTH OF CENTRAL,35,4,10907,10880,8208,9944,9879,7339,9723,11072,8694,10038,2800,99,27
26200,0.5,Urban Major Collector,SAN PEDRO, NORTH OF KATHRYN - SOUTH OF ZUNI,35,2,10665,10638,8025,9724,9659,7176,9632,9758,8781,8846,4423,156,42
26472,0.5,Urban Major Collector,SAN PEDRO, NORTH OF GIBSON - SOUTH OF KATHRYN,35,4,6944,6927,5226,6331,6290,4673,6191,6053,5535,5488,2744,96,26
25816,0.222,Urban Principal Arterial,LOUISIANA, NORTH OF ZUNI - SOUTH OF CENTRAL,35,5,17717,17847,14683,16710,17058,13562,17393,17620,16154,16303,3619,138,48
26224,0.5,Urban Principal Arterial,LOUISIANA, NORTH OF KATHRYN - SOUTH OF ZUNI,35,6,17429,17386,13116,16438,16185,12115,15744,15950,14622,14758,7379,282,97
26488,0.49599999,Urban Principal Arterial,LOUISIANA, NORTH OF GIBSON - SOUTH OF KATHRYN,35,6,13934,13899,10486,13142,12939,9686,12421,12583,11474,11624,5766,220,75
20360,0.228,Urban Local,ALAMEDA ROAD, EAST OF 4TH ST. - WEST OF 2ND ST.,30,2,1114,1122,775,1029,1036,693,992,1062,887,950,0,0,0
20312,0.21600001,Urban Principal Arterial,ALAMEDA BLVD., WEST OF BOSQUE CIRCLE - EAST OF COORS/CORRALES,40,4,47316,48377,38600,43006,42941,35654,39144,39644,36355,36682,7923,235,40
20388,0.60399997,Urban Principal Arterial,ALAMEDA BLVD.,WEST OF GUADALOPE TRL. (N.) - EAST OF RIO GRANDE BLVD.,35,4,38209,17822,12120,35561,16591,11195,35734,38254,33188,35396,21380,638,76
20408,0.28400001,Urban Principal Arterial,ALAMEDA BLVD., WEST OF 4TH ST. - EAST OF GUADALOPE TRL (S.),35,4,37172,37997,25840,35059,35372,23868,35451,37951,32925,35115,9972,298,35
20416,0.199,Urban Principal Arterial,ALAMEDA BLVD., WEST OF 2ND ST. - EAST OF 4TH ST.,35,4,36695,32663,22213,34609,30406,20518,28427,31936,26401,29550,5880,176,22
20452,0.44600001,Urban Principal Arterial,ALAMEDA BLVD., WEST OF EDITH - EAST OF 2ND ST.,35,4,27171,26548,18054,25627,24714,16676,23105,24734,21459,22972,10246,301,30
20352,0.64899999,Urban Principal Arterial,ALAMEDA BLVD., WEST OF RIO GRANDE BLVD. - EAST OF BOSQUE CIRCLE,35,4,36902,34988,29650,35168,33344,27387,37945,40621,35049,37521,24351,682,73
20612,0.86299998,Urban Major Collector,EL PUEBLO, EAST OF RIO GRANDE BLVD. - WEST OF 4TH ST.,25,2,2795,2813,2068,2548,2554,1850,2783,2906,2537,2635,2274,105,25
20624,0.32100001,Urban Major Collector,EL PUEBLO, EAST OF 4TH ST. - WEST OF 2ND ST.,25,3,5896,5934,4484,5376,5388,4010,6182,6454,5636,5851,1878,87,20
20664,0.58499998,Urban Major Collector,EL PUEBLO, EAST OF 2ND ST. - WEST OF EDITH,30,2,5020,5053,3540,4577,4588,3165,4549,4749,4067,4246,2483,96,22
20591,0.54299998,Urban Major Collector,ORTEGA,EAST OF GUADALOPE TRL (S.) - WEST OF 4TH ST.,25,2,1540,1574,1070,1404,1429,957,1369,1466,1225,1311,712,33,8
20593,0.30000001,Urban Major Collector,ORTEGA, EAST OF 4TH STREET - WEST OF 2ND STREET,25,2,1321,1350,918,1204,1226,821,1175,1258,1051,1125,337,16,4
20613,0.70099998,Urban Major Collector,RANCHITOS RD., EAST OF RIO GRANDE - WEST OF 4TH STREET,25,2,1803,1800,1271,1644,1625,1136,1633,1705,1460,1524,1069,50,12
20615,0.47099999,Urban Major Collector,RANCHITOS RD., EAST OF 4TH STREET - WEST OF 2ND STREET,25,2,2227,2241,1570,2030,2035,1404,2017,2106,1804,1883,886,41,10
20617,0.55000001,Urban Major Collector,RANCHITOS RD., EAST OF 2ND STREET - WEST OF EDITH,25,2,840,1180,827,766,1071,739,1063,1110,969,1012,557,26,6
20580,0.75599998,Urban Principal Arterial,PASEO DEL NORTE, EAST OF GOLF COURSE - WEST OF EAGLE RANCH RD.,45,4,32017,29409,23806,30197,27377,21989,31525,31147,29279,28820,21788,608,172
20206,0.37900001,Urban Principal Arterial,ELLISON, EAST OF ENT. CIBOLA H.S. - WEST OF COORS BYPASS,35,4,25225,25973,20691,23791,24178,19112,24184,24493,22461,22663,8590,300,79
21140,0.37,Urban Major Collector,OSUNA, EAST OF 4TH ST. - WEST OF 2ND ST.,25,2,11950,12028,8426,10895,10921,7534,11083,11571,10104,10490,3881,152,16
21816,0.542,Urban Major Collector,GRIEGOS, EAST OF 12TH ST. - WEST OF 4TH ST.,30,2,11254,11327,7935,10261,10285,7095,10196,9622,9117,8723,4728,165,7
21844,0.193,Urban Major Collector,GRIEGOS, EAST OF 4TH ST. - WEST OF 2ND ST.,30,4,12168,12247,8579,11094,11120,7671,10851,11329,9893,10271,1982,85,28
21852,0.47799999,Urban Minor Arterial,GRIEGOS, EAST OF 2ND ST. - WEST OF EDITH,30,2,13153,13238,9273,12404,12388,8669,12211,12749,11419,12032,5751,209,37
21673,0.37599999,Urban Major Collector,GRIEGOS, EAST OF GUADALUPE TR. - WEST OF 12TH ST.,30,2,7468,10784,7554,6809,9792,6755,9707,6880,8850,6237,2345,82,3
21672,0.25400001,Urban Major Collector,GRIEGOS, EAST OF SAN ISIDRO - WEST OF GUADALUPE TR.,30,2,8208,8261,4582,7484,7501,4097,6119,5574,5579,5053,1284,45,2
21632,0.38999999,Urban Major Collector,GRIEGOS, EAST OF RIO GRANDE BLVD. - WEST OF SAN ISIDRO,30,2,5091,5124,3589,4642,4652,3209,4612,4815,4123,4305,1679,58,2
21916,0.461,Urban Minor Arterial,CANDELARIA, EAST OF RIO GRANDE BLVD. - WEST OF SAN ISIDRO,30,2,6549,6592,4618,6176,6169,4317,5934,6195,5547,5791,2669,90,5
22044,0.62900001,Urban Minor Arterial,CANDELARIA, EAST OF SAN ISIDRO - WEST OF 12TH ST.,35,2,7101,7147,5007,6697,6688,4681,6434,6717,6015,6280,3950,133,34
22108,0.60799998,Urban Minor Arterial,CANDELARIA, EAST OF 12TH ST. - WEST OF 4TH ST.,35,4,10404,10472,7336,9812,9800,6858,10494,10956,9813,10340,6287,211,54
22112,0.192,Urban Minor Arterial,CANDELARIA, EAST OF 4TH ST. - WEST OF 2ND ST.,35,4,13769,13858,9708,12985,12968,9076,12475,11096,11662,10472,2011,76,26
22409,1.09599996,Urban Major Collector,MATTHEW, EAST OF RIO GRANDE - WEST OF 12TH STREET,30,2,1926,1939,1358,1756,1761,1214,1745,1822,1560,1629,1785,69,16
22380,0.55000001,Urban Minor Arterial,MENAUL, EAST OF 12TH ST. - WEST OF 6TH ST.,35,4,12448,12529,8777,11739,11724,8206,13072,13648,12224,12880,7085,231,54
22388,0.102,Urban Minor Arterial,MENAUL, EAST OF 6TH ST. - WEST OF 4TH ST.,40,4,12216,21305,13166,11520,19936,12309,13072,13877,12224,13096,1336,44,14
22416,0.13699999,Urban Minor Arterial,MENAUL, EAST OF 4TH ST. - WEST OF 2ND ST.,35,4,17149,21416,15002,16172,20040,14025,19277,17517,18027,16531,2265,88,31
22381,0.24600001,Urban Minor Arterial,MENAUL, EAST OF INDIAN SCHOOL - WEST OF 12TH ST.,35,2,5443,6088,4265,5133,5697,3987,5480,5721,5125,5351,1316,43,10
22400,0.63300002,Urban Minor Arterial,MENAUL, EAST OF RIO GRANDE BLVD. - WEST OF INDIAN SCHOOL,35,4,8376,8430,5905,7899,7888,5521,7588,7922,7094,7406,4688,151,31
23800,0.70499998,Urban Major Collector,MOUNTAIN ROAD, EAST OF RIO GRANDE BLVD. - WEST OF 12TH ST.,25,2,6437,6235,4234,5868,5661,3786,5261,5341,4704,4775,3367,143,31
23848,0.074,Urban Major Collector,MOUNTAIN ROAD, EAST OF 6TH ST. - WEST OF 5TH ST.,25,2,5006,4849,3293,4564,4403,2944,4091,4153,3658,3713,275,13,4
23836,0.067,Urban Major Collector,MOUNTAIN ROAD, EAST OF 5TH ST. - WEST OF 4TH ST.,25,2,5894,5719,3883,5374,5193,3472,4824,4897,4398,4465,299,14,4
23860,0.068,Urban Major Collector,MOUNTAIN ROAD, EAST OF 4TH ST. - WEST OF 3RD. ST.,25,2,5089,4929,3347,4640,4475,2993,4158,4221,3719,3775,257,12,3
23880,0.068,Urban Major Collector,MOUNTAIN ROAD, EAST OF 3RD ST. - WEST OF 2ND ST.,25,2,6075,5884,3995,5539,5342,3572,4964,4810,4438,4361,297,13,3
24188,0.069,Urban Principal Arterial,LOMAS, EAST OF 6TH ST. - WEST OF 5TH ST.,30,6,18070,17503,11885,17043,16294,10978,20816,21131,19333,19552,1349,48,5
24172,0.069,Urban Principal Arterial,LOMAS, EAST OF 5TH ST. - WEST OF 4TH ST.,30,6,18734,18146,12322,17669,16892,11381,19022,19310,17667,17867,1233,44,5
24208,0.07,Urban Principal Arterial,LOMAS, EAST OF 4TH ST. - WEST OF 3RD ST.,30,6,19561,18947,12865,18449,17638,11883,20849,21165,19363,19583,1371,53,7
24228,0.067,Urban Principal Arterial,LOMAS, EAST OF 3RD ST. - WEST OF 2ND ST.,35,6,22233,21535,14623,20969,20047,13507,22218,22554,20635,20869,1398,54,19
23884,0.182,Urban Principal Arterial,CENTRAL, EAST OF RIO GRANDE BLVD. - WEST OF LOMAS,30,6,30520,20784,14113,27740,19348,13036,17535,23118,16286,21391,3893,153,36
24100,0.52899998,Urban Principal Arterial,LOMAS, EAST OF CENTRAL - WEST OF 12TH ST.,30,4,10408,16367,9942,9816,15236,9184,12007,11807,11151,10925,5779,208,26
24160,0.39500001,Urban Principal Arterial,LOMAS, EAST OF 12TH ST. - WEST OF 6TH ST.,35,4,10987,10642,7226,10362,9907,6674,16487,16737,15312,15486,6117,217,64
24420,0.484,Urban Principal Arterial,CENTRAL,SOUTHEAST OF LOMAS - NORTHWEST OF TIJERAS,30,4,17751,10913,7410,16742,10159,6844,9207,9768,8551,9038,4374,161,20
24344,0.347,Urban Principal Arterial,CENTRAL, EAST OF SUNSET - WEST OF TINGLEY,35,6,28588,25249,26100,27244,24062,18200,32465,32956,30152,30493,10581,357,92
24388,0.069,Urban Principal Arterial,MARQUETTE, EAST OF 6TH ST. - WEST OF 5TH ST.,30,2,2625,2543,1727,2476,2367,1595,2146,2178,1982,2012,139,6,1
24416,0.069,Urban Principal Arterial,MARQUETTE, EAST OF 5TH ST. - WEST OF 4TH ST.,25,3,3659,4816,3270,3451,4483,3020,4063,4124,3773,3830,264,13,3
24436,0.069,Urban Principal Arterial,MARQUETTE, EAST OF 4TH ST. - WEST OF 3RD ST.,30,3,4177,4046,1557,3940,3766,1438,1934,1963,1796,1816,125,5,1
24452,0.067,Urban Principal Arterial,MARQUETTE, EAST OF 3RD ST. - WEST OF 2ND ST.,30,2,3338,3233,2195,3148,3010,2027,2727,2768,2518,2556,171,7,2
24580,0.068,Urban Principal Arterial,TIJERAS AVE., EAST OF 6TH ST. - WEST OF 5TH ST.,25,3,2595,2514,1707,2447,2340,1577,2121,2153,1959,1989,135,7,2
24608,0.139,Urban Principal Arterial,TIJERAS AVE., EAST OF 5TH ST. - WEST OF 3RD ST.,25,2,2886,2795,1898,2722,2602,1753,2358,2394,2178,2211,307,15,4
24624,0.067,Urban Principal Arterial,TIJERAS AVE., EAST OF 3RD ST. - WEST OF 2ND ST.,25,2,6916,6699,4549,6523,6236,4202,5652,5738,5221,5300,355,17,5
24376,0.115,Urban Local,MARQUETTE, EAST OF 8TH ST. - WEST OF 6TH ST.,25,2,1311,1318,862,1211,1217,771,1071,1087,958,972,0,0,0
24500,0.109,Urban Local,TIJERAS AVE., EAST OF 8TH ST. - WEST OF 6TH ST.,25,2,4560,4585,2999,4212,4235,2682,3726,3782,3332,3382,0,0,0
24364,0.29100001,Urban Local,MARQUETTE, EAST OF 12TH ST. - WEST OF 8TH ST.,25,2,1707,1653,1122,1577,1527,1003,1394,1415,1246,1265,368,19,6
24456,0.30000001,Urban Local,TIJERAS AVE., EAST OF 12TH ST. - WEST OF 8TH ST.,25,2,2005,1942,1319,1852,1794,1179,1639,1664,1465,1487,446,23,7
24888,0.07,Urban Minor Arterial,6TH STREET, NORTH OF GOLD - SOUTH OF CENTRAL,30,3,4717,4747,3223,4448,4442,3013,4004,4065,3744,3801,266,14,6
24928,0.072,Urban Minor Arterial,5TH STREET, NORTH OF GOLD - SOUTH OF CENTRAL,25,2,4816,4665,3168,4542,4365,2962,3936,3996,3680,3736,269,16,7
24952,0.07,Urban Local,4TH STREET, NORTH OF GOLD - SOUTH OF CENTRAL,30,2,2502,2423,1645,2311,2238,1471,2044,2075,1828,1856,130,7,4
24972,0.07,Urban Principal Arterial,3RD STREET, NORTH OF GOLD - SOUTH OF CENTRAL,25,2,2682,2598,1764,2530,2418,1629,2192,2225,2024,2055,144,7,2
24980,0.069,Urban Principal Arterial,2ND STREET, NORTH OF GOLD - SOUTH OF CENTRAL,35,2,7364,6021,4088,6945,5605,3776,5079,5156,4717,4788,330,15,5
25006,0.07,Urban Minor Arterial,1ST ST.,NORTH OF GOLD - SOUTH OF CENTRAL,25,2,3243,3141,2133,3058,2939,1994,2650,2690,2477,2514,176,9,2
25128,0.13600001,Urban Minor Arterial,6TH STREET, NORTH OF LEAD - SOUTH OF GOLD,30,3,2538,2458,1669,2393,2300,1560,2074,2105,1938,1967,268,14,6
25156,0.13500001,Urban Minor Arterial,5TH STREET, NORTH OF LEAD - SOUTH OF GOLD,25,2,2953,2860,1644,2785,2676,1537,2043,2074,1911,1957,264,16,7
25176,0.13600001,Urban Local,4TH STREET, NORTH OF LEAD - SOUTH OF GOLD,25,2,3423,3316,2252,3162,3063,2014,2798,2840,2502,2540,345,20,8
25196,0.13600001,Urban Principal Arterial,3RD STREET, NORTH OF LEAD - SOUTH OF GOLD,25,2,2828,3083,2093,2667,2870,1933,2600,2639,2415,2452,333,16,5
25204,0.133,Urban Principal Arterial,2ND STREET, NORTH OF LEAD - SOUTH OF GOLD,35,3,5514,5341,3627,5201,4972,3350,4506,4574,4162,4225,562,27,10
24982,0.067,Urban Minor Arterial,GOLD, EAST OF 6TH ST. - WEST OF 5TH ST.,25,2,4643,2437,1655,4379,2280,1547,2056,2087,1923,1952,131,6,1
24464,0.13699999,Urban Principal Arterial,CENTRAL,SOUTHEAST OF TIJERAS - NORTHWEST OF 12TH ST.,30,2,8743,8469,5751,8246,7884,5312,7145,7253,6600,6700,918,34,3
25132,0.13699999,Urban Major Collector,LEAD, EAST OF 8TH ST. - WEST OF 6TH ST.,25,2,5849,6025,3762,5407,5569,3364,4674,4745,4180,4243,581,26,7
25180,0.068,Urban Minor Arterial,LEAD, EAST OF 6TH ST. - WEST OF 5TH ST.,25,3,9163,8875,6026,8641,8305,5634,7487,7600,7000,7106,483,20,1
25160,0.069,Urban Minor Arterial,LEAD, EAST OF 5TH ST. - WEST OF 4TH ST.,25,3,8500,8754,5469,8088,8332,5113,6795,6898,6353,6449,445,18,0
25208,0.069,Urban Minor Arterial,LEAD, EAST OF 4TH ST. - WEST OF 3RD ST.,25,3,8574,8832,5515,8154,8399,5156,6852,6956,6406,6503,449,18,1
25200,0.068,Urban Minor Arterial,LEAD, EAST OF 3RD ST. - WEST OF 2ND ST.,25,3,13044,13435,8392,12402,12773,7846,10427,10585,9748,9896,673,29,6
25220,0.068,Urban Major Collector,8TH STREET, NORTH OF COAL - SOUTH OF LEAD,30,2,5922,5736,3895,5399,5208,3483,4839,4912,4327,4392,299,12,3
25240,0.935,Urban Minor Collector,TINGLEY, NORTH OF ALCALDE - SOUTH OF CENTRAL,25,2,6472,6384,4334,5900,5796,3876,5626,6592,5129,5976,5588,226,44
25248,0.067,Urban Minor Arterial,6TH STREET, NORTH OF COAL - SOUTH OF LEAD,30,2,4712,4564,1634,4444,4271,1528,2030,2061,1898,1945,130,7,3
25252,0.13600001,Urban Major Collector,COAL, EAST OF 8TH ST. - WEST OF 6TH ST.,25,2,5887,5702,3872,5367,5177,3462,4811,4884,4301,4366,594,31,11
25276,0.068,Urban Minor Arterial,5TH STREET, NORTH OF COAL - SOUTH OF LEAD,25,2,3475,2832,1923,3277,2650,1798,2389,2425,2234,2268,154,9,4
25280,0.068,Urban Minor Arterial,COAL, EAST OF 6TH ST. - WEST OF 5TH ST.,25,2,7440,7207,4894,7016,6744,4575,6081,6173,5684,5770,392,17,2
25284,0.205,Urban Principal Arterial,BROADWAY, NORTH OF LEAD - SOUTH OF CENTRAL,30,4,13864,13429,9119,13076,12501,8423,11330,12909,10465,11944,2449,112,42
25300,0.072,Urban Minor Arterial,4TH STREET, NORTH OF COAL - SOUTH OF LEAD,30,2,3819,3699,2512,3602,3461,2348,3121,3295,2917,3110,224,10,4
25304,0.065,Urban Minor Arterial,COAL, EAST OF 5TH ST. - WEST OF 4TH ST.,25,2,9199,9475,5918,8747,9009,5533,7353,7464,6874,6978,454,18,1
25316,0.068,Urban Principal Arterial,3RD STREET, NORTH OF COAL - SOUTH OF LEAD,25,3,3147,3164,2070,2968,3024,1912,2572,2611,2376,2412,77,3,0
25332,0.072,Urban Minor Arterial,COAL, EAST OF 4TH ST. - WEST OF 3RD ST.,25,2,8484,8738,5458,8070,8313,5102,6781,6884,6339,6435,463,20,2
25328,0.073,Urban Principal Arterial,2ND STREET, NORTH OF COAL - SOUTH OF LEAD,35,2,8298,8901,6044,7826,8286,5583,7509,7623,6974,7080,517,20,4
25320,0.067,Urban Minor Arterial,COAL, EAST OF 3RD ST. - WEST OF 2ND ST.,25,2,7300,2532,8024,7100,2519,7502,9969,10120,9321,9462,634,25,3
25368,0.068,Urban Principal Arterial,BROADWAY, NORTH OF COAL - SOUTH OF LEAD,30,4,15426,14129,9560,14549,13153,8830,12235,10975,11363,10155,691,25,6
25876,0.727,Urban Major Collector,3RD STREET, NORTH OF AVENIDA CESAR CHAVEZ - SOUTH OF COAL,30,2,1735,1681,1141,1582,1526,1020,1418,1439,1267,1286,935,38,10
25892,0.72500002,Urban Major Collector,2ND STREET, NORTH OF AVENIDA CESAR CHAVEZ - SOUTH OF COAL,35,2,7322,7362,4816,6676,6647,4306,5984,6075,5350,5431,0,0,0
25968,0.69599998,Urban Principal Arterial,BROADWAY, NORTH OF AVENIDA CESAR CHAVEZ - SOUTH OF COAL,35,4,14293,13844,9400,13481,12887,8683,12145,12329,11280,11408,7941,293,94
25756,0.73500001,Urban Minor Arterial,4TH STREET, NORTH OF BRIDGE BLVD. - SOUTH OF COAL,30,2,10339,10015,6800,9750,9372,6357,8449,8577,7898,8018,5893,249,80
25888,0.207,Urban Major Collector,8TH STREET, NORTH OF BRIDGE - SOUTH OF MARQUEZ,25,2,14655,14195,9639,13362,12889,8619,11976,8992,10709,8152,1687,83,22
26604,1.45099998,Urban Minor Arterial,2ND STREET, NORTH OF WOODWARD - SOUTH OF AVENIDA CESAR CHAVEZ,35,3,4364,7421,5198,4115,6944,4860,6679,6973,6246,6521,9463,330,93
22347,0.331,Urban Major Collector,OURAY, EAST OF LADERA DR. - WEST OF ATRISCO (NORTH),30,3,15987,16461,13113,14576,14946,11725,15830,16032,14432,14534,4811,161,8
24712,0.43000001,Urban Major Collector,BLUEWATER, EAST OF UNSER - WEST OF AIRPORT,30,2,6057,6141,4983,5522,5576,4456,6211,5665,5554,5066,2178,84,20
24713,0.32100001,Urban Major Collector,BLUEWATER, EAST OF AIRPORT - WEST OF COORS,40,2,9210,9338,7578,8397,8479,6776,9446,9052,8446,8206,2634,77,18
24692,0.13600001,Urban Principal Arterial,CENTRAL, EAST OF ATRISCO - WEST OF SUNSET,35,6,38410,28849,23411,34911,26856,21624,29182,30630,27103,28341,3854,130,34
25016,0.77999997,Urban Principal Arterial,CENTRAL, EAST OF OLD COORS RD. - WEST OF ATRISCO,35,4,21272,21568,17502,20063,20078,16166,24785,22606,23019,20917,16314,523,87
25556,0.234,Urban Principal Arterial,CENTRAL, EAST OF UNSER - WEST OF 75TH,55,4,22729,23711,18701,21437,22662,17274,20324,18537,18876,17152,4014,119,52
25672,0.949,Urban Major Collector,SUNSET, N. OF SUNSET GARDENS - SOUTH OF CENTRAL,30,2,5639,5717,4639,5141,5191,4148,5783,5274,5170,4715,4475,184,50
25744,0.91500002,Urban Major Collector,ATRISCO (SOUTH), NORTH OF GOFF - SOUTH OF CENTRAL,30,4,8985,9110,7393,8192,8272,6611,9215,8405,8241,7516,6876,282,76
26152,0.493,Urban Principal Arterial,BRIDGE BLVD., EAST OF SUNSET - WEST OF ISLETA,35,4,27248,28022,21596,25699,26086,19948,25495,23253,23678,21515,10606,362,61
26156,0.634,Urban Major Collector,SUNSET, NORTH OF BRIDGE BLVD. - S. OF SUNSET GARDENS,25,2,6278,6365,5165,5724,5779,4618,6438,5872,5756,5250,3329,164,44
26160,0.588,Urban Major Collector,ATRISCO (SOUTH), NORTH OF BRIDGE BLVD. - SOUTH OF GOFF,25,2,4249,4308,3496,3874,3912,3126,4358,3975,3897,3554,2090,103,28
26164,0.53399998,Urban Principal Arterial,BRIDGE BLVD., EAST OF OLD COORS RD. - WEST OF ATRISCO,40,2,23528,23855,19358,22191,22207,17880,24130,14759,22287,13656,7292,233,70
26232,0.41299999,Urban Principal Arterial,BRIDGE BLVD., EAST OF GOFF - WEST OF SUNSET,35,4,27267,26112,17786,24784,24308,16429,17928,16352,16651,15130,6249,213,36
26240,0.58700001,Urban Principal Arterial,BRIDGE BLVD., EAST OF ATRISCO - WEST OF GOFF,35,4,26380,26747,21705,24880,24899,20048,27055,16330,24990,15110,8868,259,17
