COG ID,Length (Mi),Functional Class,Route,Location,Speed,Lanes,Average Weekday Traffic 2018,Average Weekday Traffic 2019,Average Weekday Traffic 2020,Average Annual Daily Traffic 2018,Average Annual Daily Traffic 2019,Average Annual Daily Traffic 2020,AWDT21,AWDT22,ADT21,ADT22,VMT,VHT,VHD
20172,0.37599999,Urban Principal Arterial,4TH STREET, NORTH OF 2ND ST. (N.M. 47) - SOUTHWEST OF ROY AVE.,35,4,9740,9956,6771,9186,9268,6254,8665,9276,8004,8568,3222,105,23
20272,0.213,Urban Minor Arterial,CORRALES ROAD, NORTH OF N.M. 528/ALAMEDA BLVD. - SOUTH OF CALLE CUERVO,35,3,17736,18262,14548,16726,17089,13601,17561,17786,16422,16785,3575,121,32
20316,0.48800001,Urban Minor Arterial,GOLF COURSE ROAD, NORTH OF IRVING - SOUTH OF ELLISON,35,4,33065,34046,27122,31182,31859,25356,28429,28792,26586,27172,13260,463,131
20356,0.97799999,Urban Principal Arterial,2ND STREET, NORTH OF ALAMEDA ROAD - SOUTH OF 4TH ST./ N.M.556,45,2,4712,4644,3158,4444,4323,2917,4041,4326,3753,4018,3930,107,29
20376,0.49200001,Urban Major Collector,ALAMEDA ROAD, EAST OF 2ND ST. - WEST OF EDITH,30,2,2472,2527,1718,2254,2294,1536,2199,2354,1966,2105,1035,40,9
20380,0.57700002,Urban Principal Arterial,COORS, NORTH OF COORS BYPASS - SOUTH OF 7 BAR LOOP,35,4,47161,47956,21645,44480,45835,19993,25461,25787,23647,23860,13767,465,109
20147,0.611,Urban Minor Arterial,GOLF COURSE ROAD,NORTH OF PROGRESS - SOUTH OF IRVING,35,4,21838,18434,16056,20594,17250,15011,19581,19831,18311,18715,11434,399,113
20412,0.44100001,Urban Principal Arterial,2ND STREET, NORTH OF ALAMEDA BLVD. - SOUTH OF ALAMEDA ROAD,45,2,7427,7592,5163,7005,7067,4769,6607,7073,6103,6533,2881,81,23
20424,0.46000001,Urban Principal Arterial,COORS, NORTH OF IRVING - SOUTH OF COORS BYPASS,45,6,54940,56570,45065,51817,52661,41625,58531,59279,54360,54849,25231,671,166
20448,0.495,Urban Major Collector,EDITH BLVD.,NORTH OF ALAMEDA BLVD. - SOUTH OF ALAMEDA ROAD,35,2,2577,2914,1982,2350,2646,1772,2536,2715,2312,2475,1225,43,12
20469,0.47299999,Urban Principal Arterial,ALAMEDA BLVD.,WEST OF BALLOON MUSEUM - EAST OF EDITH BLVD.,40,4,26400,26560,21800,25100,25192,0,27899,29866,0,0,0,0,0
20488,0.50199997,Urban Major Collector,ALAMEDA BLVD., WEST OF WYOMING - EAST OF LOUISIANA,45,2,10957,11200,8428,9990,10169,7536,11464,11993,10452,10873,5458,187,78
20492,0.50099999,Urban Major Collector,ALAMEDA BLVD., WEST OF LOUISIANA - EAST OF SAN PEDRO,45,2,12750,16069,11664,11625,14590,10429,15863,16595,14462,15045,7537,254,103
20520,0.60500002,Urban Minor Arterial,EAGLE RANCH ROAD, NORTH OF PARADISE BLVD. - SOUTH OF IRVING,30,4,18506,18818,15180,17452,17780,14192,14909,15100,13942,14250,8621,351,99
20568,0.35299999,Urban Principal Arterial,COORS, NORTH OF P.D.N. N. RAMPS - SOUTH OF IRVING,45,6,73293,71031,52678,69127,66123,48657,73340,65534,68114,60637,21405,575,147
20564,0.193,Urban Minor Arterial,EAGLE RANCH ROAD, NORTH OF PASEO DEL NORTE - SOUTH OF PARADISE BLVD.,35,4,26133,24782,21084,24645,23190,19711,29978,26369,28034,24885,4803,168,47
20656,0.303,Urban Minor Arterial,GOLF COURSE ROAD, NORTH OF CALLE NORTENA - SOUTH OF PASEO DEL NORTE,40,4,30015,30520,20674,28306,28837,19328,23422,26269,21903,24791,7511,229,65
20188,0.59899998,Urban Major Collector,SAN PEDRO,NORTH HOLLY AVE. - SOUTH OF ALAMEDA,35,2,9394,12095,9102,8565,10982,8139,10856,12630,9897,11450,6859,252,81
20161,0.49900001,Urban Major Collector,LOUISIANA,NORTH OF CARMEL - SOUTH OF ALAMEDA,40,4,4702,6532,4916,4287,5931,4396,5863,6134,5345,5592,2790,86,23
20720,0.49900001,Urban Principal Arterial,PASEO DEL NORTE, EAST OF SAN PEDRO - WEST OF LOUISIANA,55,6,29993,30659,23072,28288,28541,21311,44933,47008,41731,43495,21704,599,237
20724,0.42199999,Urban Minor Arterial,RIO GRANDE BLVD., NORTH OF RANCHITOS ROAD - SOUTH OF EL PUEBLO,25,2,5579,5615,3933,5261,5254,3677,5054,5277,4725,4933,2082,102,29
20198,0.303,Urban Major Collector,WYOMING,NORTH OF CARMEL - SOUTH OF WILSHIRE,40,4,16224,16298,12265,14792,14798,10967,14628,14356,13336,13015,3944,123,35
20732,0.50099999,Urban Principal Arterial,PASEO DEL NORTE, EAST OF WYOMING - WEST OF BARSTOW,55,6,33054,35719,26880,31175,33251,24828,32060,34172,29776,31619,15842,377,113
20736,0.50099999,Urban Principal Arterial,PASEO DEL NORTE, EAST OF LOUISIANA - WEST OF WYOMING,55,6,45260,47489,34021,42687,44208,31424,50313,45766,46728,42346,21215,585,232
20740,0.50199997,Urban Principal Arterial,PASEO DEL NORTE, EAST OF BARSTOW - WEST OF VENTURA,55,6,32935,34697,26111,31063,32300,24118,31143,32581,28924,30260,15190,358,105
20772,0.109,Urban Minor Arterial,LAYTON/VENTURA, NORTH OF PALOMAS - SOUTH OF PASEO DEL NORTE,40,4,9485,10607,7982,8945,9926,7462,9520,9960,8903,9314,1015,31,9
20776,0.46399999,Urban Minor Arterial,4TH STREET, NORTH OF RANCHITOS ROAD - SOUTH OF EL PUEBLO,35,4,9213,9273,6496,8688,8677,6073,8347,8715,7804,8148,3781,132,37
20800,0.39199999,Urban Principal Arterial,2ND STREET, NORTH OF RANCHITOS ROAD - SOUTH OF EL PUEBLO,45,5,18934,19057,13350,17858,17740,12331,17154,19036,15845,17614,6904,200,62
20804,0.477,Urban Major Collector,TAYLOR RANCH RD., NORTH OF HOMESTEAD CIR. (N.) - SOUTH OF CALLE NORTENA,35,2,4745,4886,3892,4326,4436,3480,4578,4513,4094,4091,1951,63,11
20187,0.30000001,Urban Major Collector,SAN PEDRO,NORTH PINO AVE. - SOUTH OF PALOMAS AVE.,35,2,8176,10869,8179,7454,9869,7313,9755,9862,8894,8941,2682,99,32
20820,0.50099999,Urban Principal Arterial,WYOMING, NORTH OF SAN FRANCISCO - SOUTH OF PASEO DEL NORTE,45,4,27682,28296,21294,26108,26341,19669,28983,30321,26918,28055,14056,402,121
20824,0.48100001,Urban Major Collector,BARSTOW, NORTH OF SAN FRANCISCO - SOUTH OF PASEO DEL NORTE,30,2,5734,4831,3307,5228,4386,2957,3996,4181,3643,3790,1823,75,20
20828,0.50400001,Urban Major Collector,SAN FRANCISCO, EAST OF WYOMING - WEST OF BARSTOW,30,2,2291,2342,1762,2089,2126,1576,2102,2199,1880,1967,991,38,9
20832,0.41499999,Urban Major Collector,LOUISIANA,NORTH OF SAN FRANCISCO - SOUTH OF PALOMAS,35,4,7859,8033,6045,7165,7294,5405,7210,7543,6447,6745,2799,99,27
20836,0.44,Urban Minor Arterial,LAYTON/VENTURA, NORTH OF SAN FRANCISCO (N.) - SOUTH OF PALOMAS,40,4,8810,9006,6777,8308,8427,6336,8083,8456,7557,7906,3479,106,30
20844,0.50700003,Urban Major Collector,SAN FRANCISCO, EAST OF LOUISIANA - WEST OF WYOMING,25,2,2118,2165,1629,1931,1966,1457,1943,2033,1738,1818,922,43,10
20848,0.52600002,Urban Major Collector,SAN FRANCISCO, EAST OF SAN PEDRO - WEST OF LOUISIANA,25,2,952,973,732,868,883,655,873,913,781,817,429,20,5
20860,0.54000002,Urban Major Collector,SAN FRANCISCO, EAST OF BARSTOW - WEST OF VENTURA,30,2,1366,1396,1051,1245,1268,940,1254,1312,1121,1173,633,25,6
20868,0.28999999,Urban Major Collector,TAYLOR RANCH RD., NORTH OF HOMESTEAD CIR. (S.) - SOUTH OF HOMESTEAD CIR. (N.),30,2,4134,4257,3391,3769,3865,3032,3989,4574,3567,4147,1202,49,13
20884,0.54000002,Urban Major Collector,HOMESTEAD CIRCLE, WEST OF MOJAVE - WEST OF TAYLOR RANCH RD.,25,2,3822,3935,3178,3485,3573,2842,3738,3786,3408,3432,1853,86,20
20888,0.447,Urban Major Collector,HOMESTEAD CIRCLE, WEST OF TAYLOR RANCH RD. - EAST OF MOJAVE,25,2,3556,3662,2917,3242,3325,2608,3431,2580,3068,2339,1046,49,11
20928,0.213,Urban Major Collector,MOJAVE, NORTHEAST OF SAN ILDEFONSO - SOUTHWEST OF HOMESTEAD CIRCLE,30,2,6576,6771,5394,5996,6148,4823,6345,6426,5673,5746,1224,50,14
20952,0.49000001,Urban Major Collector,SAN PEDRO, NORTH OF SAN ANTONIO - SOUTH OF SAN FRANCISCO,35,2,11406,13245,9967,10399,12026,8912,11888,12437,10838,11338,5555,205,66
20960,0.479,Urban Major Collector,LOUISIANA, NORTH OF SAN ANTONIO - SOUTH OF SAN FRANCISCO,30,4,7095,7081,5586,6563,6550,4995,6662,6970,5958,6233,0,0,0
20964,0.498,Urban Minor Arterial,SAN ANTONIO, EAST OF SAN PEDRO - WEST OF LOUISIANA,40,4,21898,22384,16845,20651,20946,15748,20091,21019,18783,19650,9786,301,84
20992,0.51999998,Urban Minor Arterial,SAN ANTONIO, EAST OF LOUISIANA - WEST OF WYOMING,40,4,18076,18477,13905,17047,17290,13000,16585,17351,15505,16221,8435,260,72
21012,0.70599997,Urban Major Collector,BARSTOW, NORTH OF HARPER RD. - SOUTH OF SAN FRANCISCO,40,2,13488,13787,10375,12298,12518,9277,5911,6184,5389,5606,3958,122,33
21016,0.212,Urban Minor Arterial,HARPER RD., EAST OF WYOMING - WEST OF BARSTOW,40,4,16064,16421,12357,15149,15366,11553,13377,13995,12510,13208,2800,80,18
21024,1.375,Urban Minor Arterial,RIO GRANDE BLVD., NORTH OF CHAVEZ - SOUTH OF RANCHITOS ROAD,25,2,6060,6099,4272,5715,5707,3994,5489,5731,5132,5358,7367,360,102
21032,0.87300003,Urban Minor Arterial,HARPER RD., EAST OF BARSTOW - WEST OF VENTURA,40,4,11321,12084,8956,10676,11308,8373,10556,11043,9872,10422,9098,244,32
21092,0.49599999,Urban Major Collector,SAN ILDEFONSO, NORTH OF MONTANO (WEST) - SOUTH OF MOJAVE,35,2,6190,4633,3691,5644,4207,3300,4342,4398,3959,4010,1989,70,19
21124,0.47,Urban Minor Arterial,TAYLOR RANCH RD., NORTH OF MONTANO - S. OF LA ORILLA (GOLF COURSE),40,4,20101,20697,15445,18956,19367,14439,18168,17897,16990,16890,7939,255,78
21132,0.48199999,Urban Major Collector,LOUISIANA, NORTH OF BURLISON - SOUTH OF SAN ANTONIO,30,2,4396,4494,3382,4008,4080,3024,4034,4220,3607,3774,1819,75,20
21148,0.122,Urban Major Collector,BURLISON, NORTHEAST OF HARPER - WEST OF LOUISIANA,35,2,4703,4807,3617,4288,4365,3234,4314,4513,3857,4035,492,16,4
21152,0.45199999,Urban Major Collector,HARPER DR., EAST OF MCKINNEY - NORTHWEST OF BURLISON,30,2,3002,3069,2310,2737,2787,2066,2755,2882,2464,2578,1165,45,10
21164,0.458,Urban Principal Arterial,WYOMING, NORTH OF BURLISON - SOUTH OF SAN ANTONIO,40,6,32684,33410,25038,30826,31102,23127,29739,31112,27620,28787,13184,370,77
21168,0.241,Urban Major Collector,BURLISON, EAST OF LOUISIANA - WEST OF TRUCHAS,35,2,4680,4784,3600,4267,4344,3219,4294,4492,3839,4016,968,32,7
21184,0.23100001,Urban Major Collector,BURLISON, EAST OF TRUCHAS - WEST OF WYOMING,35,2,5733,5545,4173,5227,5035,3731,4977,5207,4537,4747,1097,36,9
21208,0.79500002,Urban Minor Arterial,ACADEMY, EAST OF ADMIRAL DEWEY - WEST OF EUBANK,40,4,18936,19356,14566,17858,18113,13618,15740,16467,14719,15540,12354,342,67
21212,0.134,Urban Minor Arterial,ACADEMY, EAST OF LAYTON - WEST OF ADMIRAL DEWEY,40,4,20006,20450,15389,18867,19136,14387,18238,19080,17055,18006,2413,66,13
21216,0.43599999,Urban Minor Arterial,LAYTON/VENTURA, NORTH OF ACADEMY - SOUTH OF HARPER RD.,35,4,15721,16070,12093,14826,15038,11306,13062,13665,12215,12896,5623,196,55
21233,0.458,Urban Principal Arterial,COORS,NORTH OF MANTANO PLAZA - SOUTH OF LA ORILLA,45,6,52540,53426,43097,49553,51063,39807,43065,43616,39996,40357,18484,491,118
21256,0.41800001,Urban Principal Arterial,EUBANK, NORTH OF JUAN TABO - SOUTH OF ACADEMY,40,4,26906,27503,20697,25377,25603,19117,23801,24900,22105,23039,9630,294,80
21264,0.193,Urban Minor Arterial,ACADEMY, EAST OF SAN MATEO - WEST OF SEAGULL,40,4,30032,30699,23102,28322,28727,21598,26802,28040,25064,26462,5107,147,34
21268,0.442,Urban Major Collector,MCKINNEY, NORTH OF ACADEMY - SOUTH OF HARPER,30,2,8318,8503,6399,7584,7720,5722,7632,7984,6825,7140,3156,130,35
21272,0.155,Urban Minor Arterial,ACADEMY, EAST OF SEAGULL - WEST OF MCKINNEY,40,4,31641,32343,24339,29839,30265,22754,27910,29199,26100,27556,4271,123,28
21276,0.094,Urban Local,SEAGULL, AT ARROYO CROSSING - SOUTH OF ACADEMY,30,2,7918,7902,6235,7350,7336,5575,7436,7779,6649,6956,0,0,0
21280,0.875,Urban Minor Arterial,ACADEMY, EAST OF WYOMING - WEST OF LAYTON,40,4,24938,25492,19184,23518,23854,17935,20771,21730,19424,20507,17944,519,120
21284,0.588,Urban Principal Arterial,WYOMING, NORTH OF ACADEMY - SOUTH OF BURLISON,40,6,36849,37667,28346,34754,35064,26182,33073,34600,30716,32015,18825,530,112
21288,0.50999999,Urban Minor Collector,GOLDEN, NORTH OF DELLYNE - SOUTH OF MONTANO WEST,30,2,2419,1622,1292,2206,1473,1155,1520,1539,1386,1404,717,24,5
21296,0.48800001,Urban Minor Collector,VALLE VISTA, NORTH OF DELLYNE - SOUTH OF MONTANO WEST,30,2,3234,3330,2653,2949,3024,2372,3121,2647,2790,2400,1172,39,8
21308,0.54000002,Urban Principal Arterial,UNSER BLVD., NORTH OF DELLYNE - SOUTH OF MONTANO,40,4,27874,28732,24616,26290,26747,22737,27953,31728,25961,29357,15853,373,21
21312,0.25299999,Urban Principal Arterial,EUBANK, NORTH OF LAYTON - SOUTH OF JUAN TABO,40,4,20584,21041,15834,19414,19587,14625,17538,18348,16288,16977,4295,122,26
21320,0.484,Urban Principal Arterial,COORS, NORTH OF DELLYNE - SOUTH OF MONTANO,45,6,50328,51821,35502,47467,48240,32792,45615,44671,42365,41333,20005,526,122
21328,0.55400002,Urban Major Collector,BURLISON, NORTH OF ACADEMY - SOUTH OF HARPER,35,2,4782,4888,3678,4360,4438,3289,4387,4590,3923,4104,2274,80,21
21332,0.375,Urban Minor Arterial,ACADEMY, EAST OF MCKINNEY - WEST OF BURLISON,40,4,26924,27522,20711,25391,25754,19363,24160,25276,22593,23854,8945,258,59
21336,0.495,Urban Minor Collector,TRUCHAS, NORTH OF ACADEMY - SOUTH OF BURLISON,25,2,2349,2401,1807,2142,2180,1616,2155,2255,1927,2016,998,40,8
21340,0.45199999,Urban Minor Arterial,ACADEMY, EAST OF BURLISON - WEST OF TRUCHAS,45,4,23773,24301,18287,22419,22740,17096,20428,21371,19103,20168,9116,263,81
21344,0.72100002,Urban Minor Arterial,ACADEMY, EAST OF TRUCHAS - WEST OF WYOMING,40,4,25090,25647,19300,23661,23999,18043,19673,20581,18397,19423,14004,409,98
21348,0.53799999,Urban Principal Arterial,2ND STREET, ALB. N.C.L. - SOUTH OF OSUNA,45,4,20977,21124,14777,19991,20131,13649,18988,19824,17539,18311,9311,263,77
21352,0.498,Urban Major Collector,LOWELL, NORTH OF SPAIN - SOUTH OF ACADEMY,35,4,3159,3229,2430,2880,2932,2173,2898,3032,2592,2712,1350,48,13
21356,0.21600001,Urban Principal Arterial,SAN MATEO, NORTH OF OSUNA - SOUTH OF ACADEMY,40,6,32074,38703,29125,30251,36029,26902,34737,36179,32262,33476,7231,283,122
21360,0.091,Urban Local,SEAGULL, NORTH OF OSUNA - AT ARROYO CROSSING,30,2,7502,7669,5771,6930,7084,5160,6883,7201,6154,6438,586,31,14
21372,0.191,Urban Minor Arterial,OSUNA, EAST OF SAN MATEO - WEST OF SEAGULL,35,2,13072,13362,10055,12328,12504,9400,11678,12217,10921,11530,2202,71,14
21420,0.41600001,Urban Minor Arterial,OSUNA, EAST OF SEAGULL - WEST OF SAN PEDRO,35,2,17308,17692,13314,16322,16555,12447,14880,15567,13915,14691,6111,197,40
21440,0.634,Urban Minor Arterial,SPAIN, EAST OF JUAN TABO - WEST OF LOWELL,40,2,9816,10034,6794,9258,9390,6352,8986,9877,8403,9321,5910,166,34
21444,0.73900002,Urban Principal Arterial,JUAN TABO, NORTH OF SPAIN - EAST OF EUBANK,40,4,13656,13227,9154,12879,12313,8455,11646,12525,10816,11589,8564,259,69
21488,0.46000001,Urban Principal Arterial,WYOMING, NORTH OF SPAIN - SOUTH OF ACADEMY,40,6,45761,46777,35201,43160,43545,32514,43409,45413,40316,42020,19329,630,200
21496,0.51599997,Urban Minor Arterial,SPAIN, EAST OF MORRIS - WEST OF JUAN TABO,35,2,7693,7864,5918,7255,7359,5533,7058,7134,6599,6733,3475,112,23
21504,1.01300001,Urban Major Collector,CAMINO DEL SOL, NORTHEAST OF SPAIN - WEST OF EUBANK,25,2,1679,1716,1291,1531,1558,1154,1540,1611,1376,1440,1460,72,19
21524,0.26800001,Urban Minor Arterial,SPAIN, EAST OF WYOMING - WEST OF CAMINO DEL SOL,30,2,11371,11623,8747,10723,10876,8178,10433,11033,9754,10412,2790,105,21
21508,0.755,Urban Minor Arterial,SPAIN, EAST OF CAMINO DEL SOL - WEST OF EUBANK,30,2,7748,7920,5960,7307,7412,5572,7108,7305,6646,6894,5204,195,40
21528,0.417,Urban Minor Arterial,SPAIN, EAST OF EUBANK - WEST OF MORRIS,30,2,13624,13926,10480,12848,13031,9798,9586,10029,8964,9465,3946,148,30
21536,0.435,Urban Principal Arterial,SAN MATEO, NORTH OF MCLEOD - SOUTH OF OSUNA,40,6,32473,29279,22034,30627,27256,20352,26280,30793,24407,28492,12394,415,139
21540,0.491,Urban Principal Arterial,2ND STREET, NORTH OF MONTANO - ALB. N.C.L.,45,4,21142,21279,14906,19940,19809,13768,19154,22810,17692,21106,10363,283,40
21548,0.54799998,Urban Minor Arterial,OSUNA, EAST OF SAN PEDRO - WEST OF LOUISIANA,35,2,11263,11513,8114,10622,10773,7586,10650,11142,9959,10515,5762,185,38
21552,0.25099999,Urban Principal Arterial,JUAN TABO, AT BEAR ARROYO CROSSING - SOUTH OF SPAIN,40,4,20570,20529,16195,19603,19564,14959,19316,20208,17842,18666,4428,130,32
21556,0.505,Urban Minor Arterial,OSUNA, EAST OF LOUISIANA - WEST OF PENNSYLVANIA,35,2,9323,10021,7541,8792,9377,7050,8994,7903,8411,7458,3766,121,24
21568,0.31900001,Urban Major Collector,MCLEOD, EAST OF PAN AMERICAN - WEST OF JEFFERSON,35,2,780,797,600,711,724,536,716,749,639,669,213,7,2
21572,0.41800001,Urban Major Collector,MCLEOD, EAST OF JEFFERSON - WEST OF SAN MATEO,35,4,12225,12776,9614,11146,11600,8596,11467,11997,10454,10937,4571,152,35
21576,0.17200001,Urban Principal Arterial,WYOMING, NORTH OF OSUNA - SOUTH OF SPAIN,40,6,46971,48014,36132,44301,44696,33374,41753,43681,38778,40417,6952,223,69
21580,0.51099998,Urban Minor Arterial,OSUNA, EAST OF PENNSYLVANIA - WEST OF WYOMING,35,2,21262,21734,16356,20051,20338,15291,8928,9340,8349,8814,4504,145,29
21620,0.91100001,Urban Principal Arterial,COORS, NORTH OF WESTERN TRAIL - SOUTH OF DELLYNE,45,6,51809,52682,42497,48864,50353,39253,49989,50628,46173,46763,40263,912,38
21656,0.44499999,Urban Major Collector,MORRIS, NORTH OF TVI - SOUTH OF SPAIN,30,2,6692,6841,5148,6101,6211,4603,6140,6424,5490,5744,2556,105,28
21596,0.26899999,Urban Principal Arterial,EUBANK, NORTH OF LAGRIMA DE ORO - SOUTH OF OSUNA,40,4,26912,27509,20702,25382,25608,19122,24963,26116,23184,24165,6500,195,51
21748,0.61900002,Urban Principal Arterial,MONTGOMERY, EAST OF CARLISLE - WEST OF JEFFERSON,35,6,44330,45300,34020,41810,42170,31423,40491,42361,37606,39196,24262,847,221
21752,0.528,Urban Principal Arterial,SAN MATEO, NORTH OF MONTGOMERY - SOUTH OF MCLEOD,40,6,34916,35692,26859,32932,33226,24809,30824,32247,28628,29837,15754,529,179
21756,0.38,Urban Principal Arterial,MONTGOMERY, EAST OF JEFFERSON - WEST OF SAN MATEO,35,6,42254,41660,31351,39852,38782,28958,33447,44836,31064,41486,15764,550,143
21764,0.5,Urban Principal Arterial,MONTGOMERY, EAST OF SAN MATEO - WEST OF SAN PEDRO,35,6,38617,39453,29690,36422,36727,27424,35411,40290,32888,37279,18640,650,169
21768,0.52700001,Urban Minor Arterial,LOUISIANA, NORTH OF MONTGOMERY - SOUTH OF OSUNA,35,4,9086,9172,8413,8569,8584,7865,9729,8710,9098,8220,4332,148,40
21772,0.509,Urban Principal Arterial,MONTGOMERY, EAST OF SAN PEDRO - WEST OF LOUISIANA,40,6,37272,38099,28671,35153,35467,26483,35070,36689,32571,33947,17279,527,137
21776,0.53200001,Urban Major Collector,PENNSYLVANIA, NORTH OF MONTGOMERY - SOUTH OF OSUNA,25,2,4282,4376,3294,3904,3974,2945,3929,4110,3513,3675,1955,96,26
21780,0.498,Urban Principal Arterial,MONTGOMERY, EAST OF LOUISIANA - WEST OF PENNSYLVANIA,40,6,39578,40457,30445,37328,37662,28121,36645,38337,34034,35472,17665,539,140
21784,0.46799999,Urban Principal Arterial,WYOMING, NORTH OF MONTGOMERY - SOUTH OF OSUNA,40,6,42938,36075,33809,40920,40085,31228,31755,41200,37301,38160,17260,555,171
21788,0.50199997,Urban Principal Arterial,MONTGOMERY, EAST OF PENNSYLVANIA - WEST OF WYOMING,40,6,35830,32627,24553,33793,30373,22679,29284,36271,27197,33561,16848,514,134
21792,0.50099999,Urban Principal Arterial,MONTGOMERY, EAST OF WYOMING - WEST OF MOON,40,6,33814,34005,29325,31892,31655,27087,37027,34557,34389,31975,16019,489,127
21796,0.21699999,Urban Major Collector,MORRIS, NORTH OF MONTGOMERY - SOUTH OF TVI,30,2,14858,11362,8550,13617,10316,7645,10198,6480,9297,5875,1275,52,14
21800,0.138,Urban Principal Arterial,EUBANK, NORTH OF MONTGOMERY - SOUTH OF LAGRIMA DE ORO,40,4,27795,28062,21118,26215,26123,19506,25187,27640,23392,25575,3529,107,29
21804,0.49900001,Urban Principal Arterial,MONTGOMERY, EAST OF MOON - WEST OF EUBANK,40,6,27907,28526,21467,26321,26555,19828,31180,32620,28958,30183,15061,460,120
21808,0.5,Urban Principal Arterial,MONTGOMERY, EAST OF EUBANK - WEST OF MORRIS,40,6,29214,28213,21231,27553,26264,19610,25322,31502,23518,29148,14574,445,116
21812,0.57800001,Urban Minor Arterial,4TH STREET, NORTH OF GRIEGOS - SOUTH OF MONTANO,30,4,19198,19323,13536,18105,18082,12655,20856,21775,19504,20550,11878,484,137
21820,0.53600001,Urban Principal Arterial,JUAN TABO, NORTH OF MONTGOMERY - AT BEAR ARROYO CROSSING,40,4,21010,21476,16162,19816,19992,14928,18789,19657,17450,18188,9749,287,70
21824,0.5,Urban Principal Arterial,MONTGOMERY, EAST OF MORRIS - WEST OF JUAN TABO,40,6,24472,25015,18825,23081,23287,17388,23108,24175,21461,22369,11184,342,89
21828,0.54699999,Urban Principal Arterial,MONTGOMERY, EAST OF JUAN TABO - WEST OF BERMUDA,40,6,20470,20020,18036,19306,18637,16659,18550,19997,17228,18503,10122,309,80
21836,0.454,Urban Principal Arterial,MONTGOMERY, EAST OF BERMUDA - WEST OF TRAMWAY,40,6,14839,14116,10623,13996,13141,9812,12670,13255,11767,12310,5589,171,44
21840,0.588,Urban Principal Arterial,2ND STREET, NORTH OF GRIEGOS - SOUTH OF MONTANO,40,4,21248,21386,16674,20040,19908,15402,19695,20562,18292,19026,11187,328,79
21848,0.47099999,Urban Minor Collector,MONTGOMERY, EAST OF TRAMWAY - WEST OF CAMINO DE LA SIERRA,30,4,15433,15776,11872,14071,14324,10616,14120,14772,12873,13392,6308,212,41
21856,0.46700001,Urban Principal Arterial,COORS, NORTH OF ST. JOSEPHS - SOUTH OF WESTERN TRAIL,45,6,51004,52517,35241,48105,48888,32551,49273,48552,45762,44924,20980,474,21
21868,0.662,Urban Minor Arterial,EDITH BLVD., NORTH OF GRIEGOS - SOUTH OF MONTANO,35,4,13252,13338,9343,12497,12481,8735,13483,14077,12609,13285,8795,307,86
21880,0.85699999,Urban Minor Arterial,RIO GRANDE BLVD., NORTH OF CANDELARIA - SOUTH OF GRIEGOS,35,2,10616,10685,7515,10011,9999,7026,9128,9274,8536,8752,7500,262,74
21884,0.40799999,Urban Minor Arterial,SAN PEDRO, NORTH OF COMANCHE - SOUTH OF MONTGOMERY,30,2,9448,9425,7110,8910,8820,6647,8422,8532,7874,7977,3255,133,37
21888,0.22400001,Urban Major Collector,COMANCHE, EAST OF POJOAQUE - WEST OF SAN PEDRO,30,3,9573,9601,7265,8855,8881,6496,8606,8719,7695,7796,1746,56,1
21956,0.49700001,Urban Minor Arterial,CARLISLE, NORTH OF COMANCHE - SOUTH OF MONTGOMERY,35,6,22382,22326,16843,21107,20892,15746,19586,19842,18316,18726,9307,299,66
21964,0.498,Urban Minor Arterial,LOUISIANA, NORTH OF COMANCHE - SOUTH OF MONTGOMERY,35,4,17552,17508,13208,16552,16383,12348,13960,14143,13055,13347,6647,213,47
21968,0.49900001,Urban Major Collector,COMANCHE, EAST OF SAN PEDRO - WEST OF LOUISIANA,35,4,10557,10424,6674,9625,9465,5968,8524,8699,7771,7886,3935,124,26
21972,0.49200001,Urban Principal Arterial,WYOMING, NORTH OF COMANCHE - SOUTH OF MONTGOMERY,40,6,35787,35698,26931,33753,33231,24875,35295,35756,32780,33084,16278,501,139
21976,0.505,Urban Major Collector,COMANCHE, EAST OF WYOMING - WEST OF MOON,35,4,13878,13843,10443,12653,12569,9338,12138,12297,11066,11148,5630,167,17
21980,0.49000001,Urban Principal Arterial,JUAN TABO, NORTH OF COMANCHE - SOUTH OF MONTGOMERY,40,6,28481,28410,21433,26862,26447,19797,27362,27720,25412,25649,12568,386,107
21984,0.5,Urban Major Collector,COMANCHE, EAST OF MORRIS - WEST OF JUAN TABO,35,4,8997,8975,6771,8203,8149,6054,8021,8635,7171,7828,3914,118,21
21988,0.49700001,Urban Major Collector,MORRIS, NORTH OF COMANCHE - SOUTH OF MONTGOMERY,35,2,7340,7322,5524,6692,6648,4939,6544,6630,5851,5927,2946,104,28
21992,0.345,Urban Major Collector,COMANCHE, EAST OF SAN MATEO - WEST OF POJOAQUE,30,2,9194,9171,6919,8383,8327,6187,8196,8303,7329,7425,2562,81,2
21996,0.52700001,Urban Principal Arterial,SAN MATEO, NORTH OF COMANCHE - SOUTH OF MONTGOMERY,40,6,27346,27278,20579,25792,25393,19008,34624,35077,32157,32456,17104,542,162
22000,0.49700001,Urban Major Collector,COMANCHE, EAST OF EUBANK - WEST OF MORRIS,35,4,12617,12586,9267,11503,11428,8286,10455,11526,9532,10449,5194,157,28
22004,0.498,Urban Principal Arterial,EUBANK, NORTH OF COMANCHE - SOUTH OF MONTGOMERY,40,6,30318,26167,19741,28595,24359,18234,23384,28497,21718,26368,13132,397,106
